160272,87588,2,1,144,1,
160272,69732,3,1,-89172,0,
159840,87588,3,1,-71460,0,
158688,88380,2,1,1152,1,
151632,70308,2,1,1152,1,
151632,70956,3,1,-77436,0,
151488,74196,1,1,-77004,0,
160560,69732,2,1,1980,1,
160560,68940,3,1,-90828,0,
160416,68940,2,1,144,1,
160272,75420,3,1,-72684,0,
160272,71100,3,1,-84852,0,
160272,69732,2,1,288,1,
159984,75420,2,1,288,1,
159840,87588,2,1,432,1,
156096,88380,2,1,2592,1,
155664,88380,1,1,396,1,
155664,87444,1,1,-67284,0,
155232,87444,1,1,432,1,
155232,71100,2,1,5040,1,
155232,70956,3,1,-84132,0,
151632,70956,2,1,3600,1,
151632,70308,3,1,-80676,0,
151488,74196,2,1,144,1,
151344,74484,1,1,144,1,
