135295,238788,2,0,152,36,
159984,236628,2,1,1044,1,
158112,238788,2,1,1836,1,
156384,238932,2,1,1728,1,
156384,239436,2,1,324,1,
138816,238932,2,1,17568,1,
135360,239436,2,1,2124,1,
135360,237276,2,1,180,1,
132192,238788,2,1,1404,1,
130176,237132,2,1,2016,1,
159984,236628,3,1,78804,0,
159948,238788,2,1,36,1,
158112,238788,3,1,80820,0,
156384,238932,3,1,83052,0,
138816,238932,3,1,100620,0,
137484,239436,2,1,1332,1,
135360,238788,3,1,104076,0,
135360,237276,3,1,103428,0,
133596,238788,2,1,1764,1,
132192,237132,3,1,106596,0,
132192,236628,3,1,104940,0,
132084,236628,2,1,108,1,
130176,238932,3,1,110772,0,
130176,237132,3,1,108756,0,
130140,240948,2,1,36,1,
130140,238932,2,1,36,1,
129836,237132,2,1,340,1,
